sampleid,db_id,program_id,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"USUDMT32221",1,90,"Guilford County","NC","North Carolina","22mar2021","unknown","unknown","unused","DMT",0,0,0,0,0,0,0,0,1,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"04mar2022",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"900185",12029,179,"Burke County","NC","North Carolina","03apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","involved in OD",1,,,0,"14apr2025",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BURKE COUNTY",37,23,37023
"900101",12030,179,"Gaston County","NC","North Carolina","05mar2025","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,0,"15apr2025",6,4,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | GASTON COUNTY",37,71,37071
"900286",12031,179,"Mecklenburg County","NC","North Carolina","05mar2025","swab","swab","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"pink; light purple",1,"rock",,,,,,"","sedating","",,,,,,,,,,,"","not overdose related",0,,,0,"15apr2025",10,5,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"NC | MECKLENBURG COUNTY",37,119,37119
"900108",12032,179,"Gaston County","NC","North Carolina","31mar2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"shards",,,,,1,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"14apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GASTON COUNTY",37,71,37071
"900279",12033,179,"Gaston County","NC","North Carolina","02apr2025","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"off-white; white",0,"rock",,,,,,"","typical","normal",,,,,,,,,,,"","unknown",,,,0,"14apr2025",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GASTON COUNTY",37,71,37071
"900138",12034,179,"Burke County","NC","North Carolina","01apr2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","typical","normal",,,,,,,,,,,"","unknown",,,,0,"14apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BURKE COUNTY",37,23,37023
"900200",12035,179,"Gaston County","NC","North Carolina","31mar2025","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","unknown",,,,0,"14apr2025",1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GASTON COUNTY",37,71,37071
"603225",12041,35,"Pitt County","NC","North Carolina","17mar2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"rock; crystals",,,,,1,"","","",1,,,,,,,,,,"odd smell","not overdose related",0,,,0,"14apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"603233",12042,35,"Beaufort County","NC","North Carolina","08mar2025","scoop","scoop","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals; dull",,,,,1,"dull","","",,,,,,,,,,,"","not overdose related",0,,,0,"14apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BEAUFORT COUNTY",37,13,37013
"603226",12043,35,"Pitt County","NC","North Carolina","14mar2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"rock; crystals",,,,,1,"","","",1,,,,,,,,,,"odd smell","not overdose related",0,,,0,"14apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"603272",12055,167,"Buncombe County","NC","North Carolina","24mar2025","unknown","unknown","taken","crack",0,0,0,1,0,0,1,0,0,"white",0,"",,,,,,"","sedating","",,,,,,,,,,,"","unknown",,,,0,"14apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603263",12056,167,"Buncombe County","NC","North Carolina","01apr2025","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock",,,,,,"","normal","normal",,,,,,,,1,,,"typical, potentially caused abscess","not overdose related",0,,,0,"15apr2025",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603270",12057,167,"Buncombe County","NC","North Carolina","01apr2025","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"green; beige",0,"powder",,,1,,,"","unpleasant","",1,,,,,,,,,,"nauseous","not overdose related",0,,,0,"15apr2025",6,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603264",12058,167,"Buncombe County","NC","North Carolina","01apr2025","cotton","cotton","taken","fentanyl",1,1,0,0,0,0,0,0,0,"purple",1,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"typical","not overdose related",0,,,0,"15apr2025",6,5,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603271",12059,167,"Buncombe County","NC","North Carolina","26mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","sedating","",,,,,,,,,,,"","not overdose related",0,,,0,"15apr2025",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603238",12132,73,"Durham County","NC","North Carolina","04apr2025","scoop","scoop","taken","crack",0,0,0,1,0,0,1,0,0,"white",0,"rock; crystals",,,,,1,"","","",,,,,,,,,,,"unusual, meth-y","not overdose related",0,,,0,"16apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM COUNTY",37,63,37063
"603235",12133,73,"Durham County","NC","North Carolina","04apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; dull; chunky",,,1,,,"dull","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,0,"16apr2025",7,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NC | DURHAM COUNTY",37,63,37063
"603237",12134,73,"Durham County","NC","North Carolina","04apr2025","unknown","unknown","unused","estradiol",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"21apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM COUNTY",37,63,37063
"603232",12180,35,"Pitt County","NC","North Carolina","14apr2025","swab","swab","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"604925",12196,34,"Edgecombe County","NC","North Carolina","04apr2025","pill","pill","taken","fentanyl; xylazine; M30",1,1,1,0,0,0,0,0,0,"",0,"pill",,1,,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,0,"22apr2025",5,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604927",12197,34,"Edgecombe County","NC","North Carolina","04apr2025","scoop","scoop","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"22apr2025",13,8,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604926",12198,34,"Edgecombe County","NC","North Carolina","04apr2025","scoop","scoop","taken","fentanyl; cocaine; crack",1,1,0,1,0,0,1,0,0,"",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,0,"22apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604920",12199,34,"Edgecombe County","NC","North Carolina","04apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","nice","",,,,,1,,,,,,"","not overdose related",0,,,0,"22apr2025",9,5,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604928",12200,34,"Edgecombe County","NC","North Carolina","04apr2025","scoop","scoop","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,0,"22apr2025",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604929",12201,34,"Edgecombe County","NC","North Carolina","04apr2025","scoop","scoop","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,0,"22apr2025",6,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"603163",12202,34,"Edgecombe County","NC","North Carolina","29mar2025","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"fine; powder",,,1,,,"","","",,,,,,,,,,,"","involved in OD",1,,,0,"22apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"603164",12203,34,"Edgecombe County","NC","North Carolina","02apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",1,,1,,,"","nice","",,,,,1,,,,,,"","not overdose related",0,,,0,"22apr2025",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"603162",12204,34,"Edgecombe County","NC","North Carolina","02apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",1,,1,,,"","nice","",,,,,1,,,,,,"","not overdose related",0,,,0,"22apr2025",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"603160",12205,34,"Edgecombe County","NC","North Carolina","31mar2025","pill","pill","taken","M30; fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,0,"22apr2025",5,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"602010",12206,30,"Dare County","NC","North Carolina","09apr2025","unknown","unknown","taken","fentanyl; xylazine; methamphetamine",1,1,1,1,0,1,0,0,0,"clear",0,"rock; crystals",,,,,1,"","typical; nice; more up","normal",,,1,,1,,,,,,"","not overdose related",0,,,0,"22apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DARE COUNTY",37,55,37055
"604950",12232,153,"Buncombe County","NC","North Carolina","28mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"purple",1,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,0,"22apr2025",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604947",12233,153,"Buncombe County","NC","North Carolina","28mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"off-white",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,0,"23apr2025",7,6,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604952",12234,153,"Buncombe County","NC","North Carolina","28mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",1,,,,,,,,,,"odd taste","not overdose related",0,,,0,"23apr2025",3,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604943",12235,153,"Buncombe County","NC","North Carolina","28mar2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","long; more up","",,,1,,,1,,,,,"longer","not overdose related",0,,,0,"21apr2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604948",12236,153,"Buncombe County","NC","North Carolina","26mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; flaky; dull",,,1,,,"dull","sedating","",,,,,,,,,,,"","not overdose related",0,,,0,"23apr2025",6,4,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604942",12237,153,"Buncombe County","NC","North Carolina","28mar2025","scoop","scoop","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"tan",0,"powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,0,"23apr2025",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603239",12402,73,"Durham County","NC","North Carolina","18apr2025","scoop","scoop","unused","estradiol",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"28apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM COUNTY",37,63,37063
"603223",12403,73,"Durham County","NC","North Carolina","11apr2025","scoop","scoop","taken","crack",0,0,0,1,0,0,1,0,0,"white",0,"rock",,,,,,"","nice","",,,,,1,,,,,,"typical","not overdose related",0,,,0,"25apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM COUNTY",37,63,37063
"604967",12487,153,"Buncombe County","NC","North Carolina","01mar2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"01may2025",2,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604959",12488,153,"Buncombe County","NC","North Carolina","18mar2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"01may2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604953",12489,153,"Buncombe County","NC","North Carolina","18mar2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"01may2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604940",12490,153,"Buncombe County","NC","North Carolina","18mar2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"01may2025",2,2,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604945",12491,153,"Buncombe County","NC","North Carolina","18mar2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"crystals",,,,,1,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"01may2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604949",12492,153,"Buncombe County","NC","North Carolina","18apr2025","scoop","scoop","taken","PCP",0,0,0,0,0,0,0,0,0,"",0,"plant/leaf",,,,,,"","hallucinations; stronger","stronger",,1,,,,,,,,,"","unknown",,,,0,"01may2025",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604964",12574,153,"Buncombe County","NC","North Carolina","25apr2025","scoop","scoop","unused","fentanyl; xylazine; unknown",1,1,1,0,0,0,0,0,0,"opaque",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"01may2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"604966",12575,153,"Buncombe County","NC","North Carolina","25apr2025","other","other","taken","fentanyl",1,1,0,0,0,0,0,0,0,"purple",1,"powder; dull; chunky",,,1,,,"dull","long; nice","",,,,1,1,1,,,,,"unusual, made me sleep for a long time","unknown",,,,0,"02may2025",2,1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"603045",12592,52,"Buncombe County","NC","North Carolina","27mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"chunky",,,,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"09may2025",4,2,,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"602656",12593,52,"Madison County","NC","North Carolina","24apr2025","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy",0,"crystals; chunky",,,,,1,"","unpleasant; normal","normal",1,,,,,,1,,,,"good when smoked but burns  when injected","not overdose related",0,,,1,"05may2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MADISON COUNTY",37,115,37115
"603046",12594,52,"Madison County","NC","North Carolina","24apr2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy; clear",0,"crystals; shiny; chunky",,,,,1,"shiny","nice; more up","",,,1,,1,,,,,,"better than what's been going around lately","not overdose related",0,,,1,"05may2025",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MADISON COUNTY",37,115,37115
"604922",12756,34,"Edgecombe County","NC","North Carolina","30apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","nice; stronger","stronger",,,,,1,,,,,,"","not overdose related",0,,,0,"12may2025",6,6,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604923",12757,34,"Edgecombe County","NC","North Carolina","30apr2025","scoop","scoop","taken","unknown",0,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,0,"12may2025",4,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604934",12758,34,"Edgecombe County","NC","North Carolina","22apr2025","scoop","scoop","unused","methamphetamine; amphetamine",0,0,0,1,0,1,0,0,0,"white",0,"fine; crystals; powder; shiny; chunky",,,1,,1,"shiny","","",,,,,,,,,,,"","unknown",,,,0,"12may2025",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604921",12759,34,"Edgecombe County","NC","North Carolina","14apr2025","pill","pill","taken","fentanyl; xylazine; M30",1,1,1,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,0,"12may2025",5,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"604930",12760,34,"Edgecombe County","NC","North Carolina","09apr2025","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"peach; pink",1,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"22may2025",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"900143",12877,179,"Burke County","NC","North Carolina","29apr2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","involved in OD",1,,,0,"20may2025",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BURKE COUNTY",37,23,37023
"900174",12878,179,"Burke County","NC","North Carolina","29apr2025","scoop","scoop","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,0,"20may2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BURKE COUNTY",37,23,37023
