sampleid,db_id,program_id,substance,pubchemcid,cas,abundance,method,date_complete,gcms_peak,primary,trace,confirmatory,lab_null,lab_num_substances_any,lab_num_substances,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any
"813295",3812039,230,"despropionyl chlorofentanyl (isomer not determined)",,"","","GCMS","17jul2025",9.6999998,1,0,1,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813295",3812040,230,"fentanyl",3345,"437-38-7","","GCMS","17jul2025",10.3,1,0,1,,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813295",3812041,230,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","17jul2025",13.72,1,0,1,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813295",3812042,230,"methamphetamine",10836,"537-46-2","trace","GCMS","17jul2025",,0,1,1,,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813295",3812043,230,"acetaminophen",1983,"103-90-2","trace","GCMS","17jul2025",,0,1,1,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813299",3811800,230,"4-ANPP",88890,"21409-26-7","","GCMS","14jul2025",9.1499996,1,0,1,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813299",3811801,230,"fentanyl",3345,"437-38-7","","GCMS","14jul2025",10.31,1,0,1,,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813299",3811802,230,"bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",164282,"52829-07-9","","GCMS","14jul2025",12.31,1,0,1,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813299",3811803,230,"lidocaine",3676,"137-58-6","trace","GCMS","14jul2025",,0,1,1,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813299",3811804,230,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","trace","GCMS","14jul2025",,0,1,1,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813301",3811865,230,"lidocaine",3676,"137-58-6","","GCMS","16jul2025",7.0999999,1,0,1,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813301",3811866,230,"4-ANPP",88890,"21409-26-7","","GCMS","16jul2025",9.1499996,1,0,1,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813301",3811867,230,"fentanyl",3345,"437-38-7","","GCMS","16jul2025",10.31,1,0,1,,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813301",3811868,230,"bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",164282,"52829-07-9","","GCMS","16jul2025",12.31,1,0,1,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813301",3811869,230,"N-phenylpropanamide",12107,"620-71-3","trace","GCMS","16jul2025",,0,1,1,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813301",3811870,230,"N-phenethyl-N-phenylpropionamide",54037118,"","trace","GCMS","16jul2025",,0,1,1,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813301",3811871,230,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","16jul2025",,0,1,1,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813304",3811873,230,"benzocaine",2337,"94-09-7","","GCMS","16jul2025",5.8899999,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813304",3811874,230,"acetaminophen",1983,"103-90-2","","GCMS","16jul2025",6.3400002,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813304",3811875,230,"4-ANPP",88890,"21409-26-7","","GCMS","16jul2025",9.1499996,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813304",3811876,230,"heroin",5462328,"561-27-3","","GCMS","16jul2025",9.8699999,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813304",3811877,230,"fentanyl",3345,"437-38-7","","GCMS","16jul2025",10.31,1,0,1,,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813304",3811878,230,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","16jul2025",,0,1,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813304",3811879,230,"medetomidine",68602,"86347-14-0","trace","GCMS","16jul2025",,0,1,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813304",3811880,230,"xylazine",5707,"7361-61-7","trace","GCMS","16jul2025",,0,1,1,,9,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813305",3811556,230,"xylazine",5707,"7361-61-7","","GCMS","14jul2025",7.52,1,0,1,,9,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813305",3811557,230,"procaine",4914,"59-46-1","","GCMS","14jul2025",7.6700001,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813305",3811558,230,"4-ANPP",88890,"21409-26-7","","GCMS","14jul2025",9.1499996,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813305",3811559,230,"heroin",5462328,"561-27-3","","GCMS","14jul2025",9.8699999,1,0,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813305",3811560,230,"fentanyl",3345,"437-38-7","","GCMS","14jul2025",10.3,1,0,1,,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813305",3811561,230,"lidocaine",3676,"137-58-6","trace","GCMS","14jul2025",,0,1,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813305",3811562,230,"diphenhydramine",3100,"58-73-1","trace","GCMS","14jul2025",,0,1,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813305",3811563,230,"bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",164282,"52829-07-9","trace","GCMS","14jul2025",,0,1,1,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813306",3811554,230,"fentanyl",3345,"437-38-7","","GCMS","14jul2025",10.31,1,0,1,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813307",3811853,230,"lidocaine",3676,"137-58-6","","GCMS","16jul2025",7.1100001,1,0,1,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"813307",3811854,230,"4-ANPP",88890,"21409-26-7","","GCMS","16jul2025",9.1499996,1,0,1,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813307",3811855,230,"fentanyl",3345,"437-38-7","","GCMS","16jul2025",10.31,1,0,1,,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813307",3811856,230,"bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",164282,"52829-07-9","","GCMS","16jul2025",12.31,1,0,1,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813307",3811857,230,"N-phenylpropanamide",12107,"620-71-3","trace","GCMS","16jul2025",,0,1,1,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813307",3811858,230,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","16jul2025",,0,1,1,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"813309",3811818,230,"fentanyl",3345,"437-38-7","","GCMS","16jul2025",10.31,1,0,1,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813309",3811819,230,"cocaine",446220,"50-36-2","trace","GCMS","16jul2025",,0,1,1,,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813309",3811820,230,"xylazine",5707,"7361-61-7","trace","GCMS","16jul2025",,0,1,1,,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900050",3770948,74,"1,3-Diacetin",66924,"105-70-4","","GCMS","11oct2023",4.4000001,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900050",3770949,74,"xylazine",5707,"7361-61-7","","GCMS","11oct2023",7.4299998,1,0,0,,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900050",3770950,74,"4-ANPP",88890,"21409-26-7","","GCMS","11oct2023",8.8500004,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900050",3770951,74,"fentanyl",3345,"437-38-7","","GCMS","11oct2023",9.9300003,1,0,0,,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900052",3770920,74,"4-ANPP",88890,"21409-26-7","","GCMS","11oct2023",8.8599997,1,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900052",3770921,74,"fentanyl",3345,"437-38-7","","GCMS","11oct2023",9.9200001,1,0,0,,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900052",3770922,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","11oct2023",13.01,1,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900070",3770932,74,"xylazine",5707,"7361-61-7","trace","GCMS","12oct2023",,0,1,0,,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900070",3770933,74,"4-ANPP",88890,"21409-26-7","","GCMS","12oct2023",8.8599997,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900070",3770934,74,"fentanyl",3345,"437-38-7","","GCMS","12oct2023",9.9200001,1,0,0,,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900070",3770935,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","12oct2023",13.01,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900071",3779541,74,"cocaine",446220,"50-36-2","","GCMS","07jun2024",8.4499998,1,0,0,,8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900071",3779542,74,"4-ANPP",88890,"21409-26-7","","GCMS","07jun2024",9.4200001,1,0,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900071",3779543,74,"fentanyl",3345,"437-38-7","","GCMS","07jun2024",10.69,1,0,0,,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900071",3779544,74,"lidocaine",3676,"137-58-6","trace","GCMS","07jun2024",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"900071",3779545,74,"xylazine",5707,"7361-61-7","trace","GCMS","07jun2024",,0,1,0,,8,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900071",3779546,74,"N-phenethyl-N-phenylpropionamide",54037118,"","trace","GCMS","07jun2024",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900071",3779547,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","07jun2024",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900074",3770924,74,"fentanyl",3345,"437-38-7","","GCMS","12oct2023",9.9200001,1,0,0,,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900074",3770925,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","12oct2023",13.02,1,0,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900074",3770926,74,"xylazine",5707,"7361-61-7","trace","GCMS","12oct2023",,0,1,0,,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900077",3779549,74,"4-ANPP",88890,"21409-26-7","","GCMS","07jun2024",9.4200001,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900077",3779550,74,"fentanyl",3345,"437-38-7","","GCMS","07jun2024",10.69,1,0,0,,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900077",3779551,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","07jun2024",14.6,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900077",3779552,74,"N-phenethyl-N-phenylpropionamide",54037118,"","trace","GCMS","07jun2024",,0,1,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900084",3766488,74,"xylazine",5707,"7361-61-7","","GCMS","06jul2023",5.5900002,1,0,0,,7,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900084",3766489,74,"N-butyl-aniline",14310,"1126-78-9","","GCMS","06jul2023",5.7399998,1,0,0,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900084",3766490,74,"4-ANPP",88890,"21409-26-7","","GCMS","06jul2023",7.1100001,1,0,0,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900084",3766491,74,"fentanyl",3345,"437-38-7","","GCMS","06jul2023",8.1099997,1,0,0,,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900084",3766492,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","06jul2023",10.85,1,0,0,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900084",3766493,74,"cocaine",446220,"50-36-2","trace","GCMS","06jul2023",,0,1,0,,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900086",3770974,74,"xylazine",5707,"7361-61-7","","GCMS","13oct2023",7.27,1,0,0,,8,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900086",3770975,74,"N-butyl-aniline",14310,"1126-78-9","","GCMS","13oct2023",7.4099998,1,0,0,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900086",3770976,74,"4-ANPP",88890,"21409-26-7","","GCMS","13oct2023",8.8599997,1,0,0,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900086",3770977,74,"fentanyl",3345,"437-38-7","","GCMS","13oct2023",9.9200001,1,0,0,,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900086",3770978,74,"acetaminophen",1983,"103-90-2","trace","GCMS","13oct2023",,0,1,0,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900086",3770979,74,"p-fluorofentanyl",62300,"90736-23-5","trace","GCMS","13oct2023",,0,1,0,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900086",3770980,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","13oct2023",,0,1,0,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900097",3772480,74,"4-ANPP",88890,"21409-26-7","","GCMS","28nov2023",8.8299999,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900097",3772481,74,"fentanyl",3345,"437-38-7","","GCMS","28nov2023",9.8800001,1,0,0,,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900097",3772482,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","28nov2023",12.95,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900097",3772483,74,"xylazine",5707,"7361-61-7","trace","GCMS","28nov2023",,0,1,0,,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900099",3770928,74,"4-ANPP",88890,"21409-26-7","","GCMS","11oct2023",8.8599997,1,0,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900099",3770929,74,"fentanyl",3345,"437-38-7","","GCMS","11oct2023",9.9200001,1,0,0,,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900099",3770930,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","11oct2023",,0,1,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900101",3802881,179,"1,3-Diacetin",66924,"105-70-4","","GCMS","15apr2025",4.75,1,0,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900101",3802882,179,"4-ANPP",88890,"21409-26-7","","GCMS","15apr2025",9.2600002,1,0,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"900101",3802883,179,"fentanyl",3345,"437-38-7","","GCMS","15apr2025",10.45,1,0,0,,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900101",3802884,179,"lidocaine",3676,"137-58-6","trace","GCMS","15apr2025",,0,1,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"900101",3802885,179,"bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",164282,"52829-07-9","trace","GCMS","15apr2025",,0,1,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900109",3808792,179,"ethyl 4-ANPP",156346345,"","","GCMS","16jun2025",9.3100004,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900109",3808793,179,"fentanyl",3345,"437-38-7","","GCMS","16jun2025",10.36,1,0,0,,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900135",3805758,179,"methamphetamine",10836,"537-46-2","","GCMS","20may2025",4.4400001,1,0,0,,10,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900135",3805759,179,"acetaminophen",1983,"103-90-2","","GCMS","20may2025",6.4099998,1,0,0,,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900135",3805760,179,"lidocaine",3676,"137-58-6","","GCMS","20may2025",7.1799998,1,0,0,,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"900135",3805761,179,"fentanyl",3345,"437-38-7","","GCMS","20may2025",10.43,1,0,0,,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
