sampleid,program_id,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"300555",101,"Portland","Multnomah County","OR","Oregon","24aug2022","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","stronger","stronger",,,,,,,,,,,"FTS = negative","not overdose related",0,,,1,"30aug2022",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808690",101,"Portland","Multnomah County","OR","Oregon","23dec2024","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"light brown",0,"",,,,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,1,"24jan2025",7,2,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808691",101,"Portland","Multnomah County","OR","Oregon","03jan2025","unknown","unknown","taken","unknown",0,0,0,0,0,0,0,0,0,"yellow",1,"edibles",,,,,,"","long; hallucinations; unpleasant","",1,1,,,,1,,,,,"","unknown",,,,1,"28jan2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808692",101,"Portland","Multnomah County","OR","Oregon","05feb2025","spatula","spatula","unused","ketamine",0,0,0,0,0,0,0,0,1,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"25feb2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808693",101,"Portland","Multnomah County","OR","Oregon","14feb2025","pill","pill","unused","finasteride",0,0,0,0,0,0,0,0,0,"white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808694",101,"Portland","Multnomah County","OR","Oregon","14feb2025","spatula","spatula","unused","steroids",0,0,0,0,0,0,0,0,0,"yellow",1,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808695",101,"Portland","Multnomah County","OR","Oregon","14feb2025","pill","pill","unused","spironolactone",0,0,0,0,0,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808696",101,"Portland","Multnomah County","OR","Oregon","12feb2025","spatula","spatula","unused","testosterone",0,0,0,0,0,0,0,0,0,"white",0,"crystals; powder",,,1,,1,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808697",101,"Portland","Multnomah County","OR","Oregon","07feb2025","pill","pill","unused","MDMA",0,0,0,0,0,0,0,0,1,"light green",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"25feb2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808698",101,"Portland","Multnomah County","OR","Oregon","12feb2025","spatula","spatula","unused","testosterone",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808699",101,"Portland","Multnomah County","OR","Oregon","12feb2025","spatula","spatula","unused","testosterone",0,0,0,0,0,0,0,0,0,"white",0,"sticky; powder; clumpy; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808700",101,"Portland","Multnomah County","OR","Oregon","14feb2025","spatula","spatula","unused","steroids",0,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808701",101,"Portland","Multnomah County","OR","Oregon","16apr2025","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"brown; black; green",0,"tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"23may2025",4,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808702",101,"Portland","Multnomah County","OR","Oregon","06feb2025","spatula","spatula","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"brown; black",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"24feb2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808703",101,"Portland","Multnomah County","OR","Oregon","06mar2025","spatula","spatula","unused","cathinone (bath salts)",0,0,0,0,0,0,0,0,0,"off-white; light tan",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"24mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808704",101,"Portland","Multnomah County","OR","Oregon","03apr2025","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"dark brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"22apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808705",101,"Portland","Multnomah County","OR","Oregon","16apr2025","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals; powder",,,1,,1,"","unusual taste","",,,,,,,,,,,"","unknown",,,,1,"19may2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808706",101,"Portland","Multnomah County","OR","Oregon","10feb2025","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808707",101,"Portland","Multnomah County","OR","Oregon","24feb2025","pill","pill","unused","M30",1,0,0,0,0,0,0,0,0,"dark blue",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"26mar2025",2,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808708",101,"Portland","Multnomah County","OR","Oregon","12feb2025","spatula","spatula","unused","testosterone",0,0,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808709",101,"Portland","Multnomah County","OR","Oregon","24feb2025","pill","pill","unused","M30",1,0,0,0,0,0,0,0,0,"white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"26mar2025",4,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808710",101,"Portland","Multnomah County","OR","Oregon","07feb2025","spatula","spatula","unused","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"crystals; powder",,,1,,1,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"25feb2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808711",101,"Portland","Multnomah County","OR","Oregon","14feb2025","spatula","spatula","unused","steroids",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"03mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808712",101,"Portland","Multnomah County","OR","Oregon","14feb2025","pill","pill","unused","dutasteride",0,0,0,0,0,0,0,0,0,"white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"23apr2025",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808713",101,"Portland","Multnomah County","OR","Oregon","17feb2025","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"",0,"tar",1,,,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"25mar2025",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808714",101,"Portland","Multnomah County","OR","Oregon","19feb2025","pill","pill","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"fake pill",,1,,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"24mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808715",101,"Portland","Multnomah County","OR","Oregon","17feb2025","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"25mar2025",2,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808716",101,"Portland","Multnomah County","OR","Oregon","03jan2025","spatula","spatula","unused","oxycodone",0,0,0,0,0,0,0,0,0,"green; white",1,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"24jan2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808717",101,"Portland","Multnomah County","OR","Oregon","06jan2025","spatula","spatula","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"brown; off-white",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"04feb2025",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808718",101,"Portland","Multnomah County","OR","Oregon","22jan2025","syringe","syringe","taken","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"04feb2025",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808719",101,"Portland","Multnomah County","OR","Oregon","22jan2025","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar; shiny; chunky",1,,,,,"shiny","weird","",1,,,,,,,,,,"","unknown",,,,1,"07feb2025",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808720",101,"Portland","Multnomah County","OR","Oregon","24jan2025","pill","pill","unused","M30",1,0,0,0,0,0,0,0,0,"white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"14feb2025",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808721",101,"Portland","Multnomah County","OR","Oregon","17jan2025","pill","pill","unused","fentanyl; M30",1,1,0,0,0,0,0,0,0,"blue",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"05feb2025",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808722",101,"Portland","Multnomah County","OR","Oregon","24jan2025","pill","pill","taken","M30",1,0,0,0,0,0,0,0,0,"blue",1,"fake pill",,1,,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"14feb2025",4,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808723",101,"Portland","Multnomah County","OR","Oregon","03feb2025","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"25feb2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808724",101,"Portland","Multnomah County","OR","Oregon","05feb2025","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; shiny; chunky",,,1,,,"shiny","","",,,,,,,,,,,"","not overdose related",0,,,1,"25feb2025",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"808725",101,"Portland","Multnomah County","OR","Oregon","03feb2025","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"off-white",0,"powder; chunky",,,1,,,"","weird; unpleasant; unusual taste","",1,,,,,,,,,,"","unknown",,,,1,"25feb2025",5,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810640",101,"Portland","Multnomah County","OR","Oregon","07apr2025","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810641",101,"Portland","Multnomah County","OR","Oregon","07apr2025","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810642",101,"Portland","Multnomah County","OR","Oregon","04apr2025","scoop; swab","multiple methods","taken","heroin",1,0,0,0,0,0,0,0,0,"light gray; light tan",0,"rock; powder; chunky",,,1,,,"","nice; stronger","stronger",,,,,1,,,,,,"","not overdose related",0,,,1,"22apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810643",101,"Portland","Multnomah County","OR","Oregon","12mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"rock; powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,1,"08apr2025",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810644",101,"Portland","Multnomah County","OR","Oregon","26mar2025","liquid","liquid","unused","unknown",0,0,0,0,0,0,0,0,0,"clear",0,"liquid",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"16apr2025",4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810645",101,"Portland","Multnomah County","OR","Oregon","04apr2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"clear",0,"crystals",,,,,1,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"21apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810646",101,"Portland","Multnomah County","OR","Oregon","12mar2025","scoop; pill","multiple methods","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","typical","normal",,,,,,,,,,,"","not overdose related",0,,,1,"08apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810647",101,"Portland","Multnomah County","OR","Oregon","11apr2025","scoop","scoop","taken","crack",0,0,0,1,0,0,1,0,0,"yellow; white",1,"rock",,,,,,"","weaker; unpleasant","weaker",1,,,,,,,,,,"harsh, odd taste","unknown",,,,1,"25apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810648",101,"Portland","Multnomah County","OR","Oregon","12mar2025","scoop; pill","multiple methods","unused","tramadol",0,0,0,0,0,0,0,0,0,"white",0,"capsule; powder; pill",,1,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"08apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810649",101,"Portland","Multnomah County","OR","Oregon","03mar2025","scoop","scoop","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"26mar2025",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810650",101,"Portland","Multnomah County","OR","Oregon","09apr2025","scoop","scoop","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder; dull",,,1,,,"dull","","",1,,,,,,,,,,"weird, solidified in syringe","not overdose related",0,,,1,"25apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810651",101,"Portland","Multnomah County","OR","Oregon","31mar2025","scoop","scoop","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,,1,,,"","typical","normal",,,,,,,,,,,"","unknown",,,,1,"22apr2025",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810652",101,"Portland","Multnomah County","OR","Oregon","07apr2025","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810653",101,"Portland","Multnomah County","OR","Oregon","07apr2025","scoop","scoop","unused","testosterone",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810654",101,"Portland","Multnomah County","OR","Oregon","14apr2025","scoop","scoop","unused","heroin",1,0,0,0,0,0,0,0,0,"black; dark brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28apr2025",3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810655",101,"Portland","Multnomah County","OR","Oregon","26mar2025","pill","pill","taken","M30",1,0,0,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","normal","normal",,,,,,,,,,,"typical","not overdose related",0,,,1,"15apr2025",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810656",101,"Portland","Multnomah County","OR","Oregon","19mar2025","scoop","scoop","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"dark brown",0,"rock; tar",1,,,,,"","","",,,,,,,,,,,"short","unknown",,,,1,"08apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810657",101,"Portland","Multnomah County","OR","Oregon","14apr2025","pill","pill","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"green",1,"pill",,1,,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,1,"30apr2025",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810658",101,"Portland","Multnomah County","OR","Oregon","28mar2025","unknown","unknown","unused","psilocybin",0,0,0,0,0,0,0,0,1,"brown; yellow; white",0,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"16apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810659",101,"Portland","Multnomah County","OR","Oregon","14apr2025","scoop","scoop","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"30apr2025",6,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"810660",101,"Portland","Multnomah County","OR","Oregon","11apr2025","scoop","scoop","taken","crack",0,0,0,1,0,0,1,0,0,"yellow; white",1,"rock",,,,,,"","normal","normal",,,,,,,,,,,"typical","unknown",,,,1,"25apr2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
